"word"	"complex_word"	"folio"	"section"	"quire"	"panel"	"language"	"hand"	"misc"	"d.hand"	"placement"	"line_number"	"transcriber"	"line_initial"	"line_final"	"par_initial"	"par_final"
"cthaiin"	"cthaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"H"	4	3	43	3
"cphar"	"cphar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"H"	5	2	44	2
"cfhaiin"	"cfhaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"H"	6	1	45	1
"sair"	"sair"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"C"	1	6	NA	NA
"y"	"y"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"C"	2	5	NA	NA
"chear"	"chear"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"C"	3	4	NA	NA
"cthaiin"	"cthaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"C"	4	3	NA	NA
"cphar"	"cphar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"C"	5	2	NA	NA
"cfhaiin"	"cfhaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"C"	6	1	NA	NA
"sairy"	"sairy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"F"	1	5	NA	NA
"chear"	"chear"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"F"	2	4	NA	NA
"cthaiin"	"cthaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"F"	3	3	NA	NA
"cphar"	"cphar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"F"	4	2	NA	NA
"cfhaiin"	"cfhaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"F"	5	1	NA	NA
"sair"	"sair"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"N"	1	6	NA	NA
"y"	"y"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"N"	2	5	NA	NA
"chear"	"chear"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"N"	3	4	NA	NA
"cthaiin"	"cthaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"N"	4	3	NA	NA
"cphar"	"cphar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"N"	5	2	NA	NA
"cfhaiin"	"cfhaiin "	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"N"	6	1	NA	NA
"sair"	"sair"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"X"	1	6	NA	NA
"y"	"y"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"X"	2	5	NA	NA
"chear"	"chear"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"X"	3	4	NA	NA
"cthaiin"	"cthaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"X"	4	3	NA	NA
"cphar"	"cphar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"X"	5	2	NA	NA
"cfhaiin"	"cfhaiin "	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"X"	6	1	NA	NA
"sairy"	"sairy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"U"	1	5	NA	NA
"chear"	"chear"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"U"	2	4	NA	NA
"cthaiin"	"cthaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"U"	3	3	NA	NA
"cphar"	"cphar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"U"	4	2	NA	NA
"cfhaiin"	"cfhaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P1"	"5"	"U"	5	1	NA	NA
"ydaraishy"	"ydaraishy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T1"	"6"	"H"	1	1	1	1
"ydaraisho"	"ydaraisho"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T1"	"6"	"C"	1	1	NA	NA
"ydaraishy"	"ydaraishy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T1"	"6"	"F"	1	1	NA	NA
"ydaraishy"	"ydaraishy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T1"	"6"	"N"	1	1	NA	NA
"ydar"	"ydar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T1"	"6"	"X"	1	2	NA	NA
"aishy"	"aishy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T1"	"6"	"X"	2	1	NA	NA
"ydaraishy"	"ydaraishy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T1"	"6"	"U"	1	1	NA	NA
"*"	"³"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"H"	1	11	1	24
"odar"	"odar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"H"	2	10	2	23
"o"	"o"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"H"	3	9	3	22
"y"	"y"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"H"	4	8	4	21
"shol"	"shol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"H"	5	7	5	20
"cphoy"	"cphoy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"H"	6	6	6	19
"oydar"	"oydar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"H"	7	5	7	18
"sh"	"sh"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"H"	8	4	8	17
"s"	"s"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"H"	9	3	9	16
"cfhoaiin"	"cfhoaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"H"	10	2	10	15
"shodary"	"shodary"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"H"	11	1	11	14
"*"	"*"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"C"	1	10	NA	NA
"odar"	"odar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"C"	2	9	NA	NA
"*y"	"*y"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"C"	3	8	NA	NA
"shol"	"shol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"C"	4	7	NA	NA
"cphoy"	"cphoy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"C"	5	6	NA	NA
"oydar"	"oydar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"C"	6	5	NA	NA
"sh*"	"sh*"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"C"	7	4	NA	NA
"s"	"s"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"C"	8	3	NA	NA
"cfhoaiin"	"cfhoaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"C"	9	2	NA	NA
"shodasy"	"shodasy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"C"	10	1	NA	NA
"odar"	"odar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"F"	1	9	NA	NA
"shy"	"shy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"F"	2	8	NA	NA
"shol"	"shol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"F"	3	7	NA	NA
"cphoy"	"cphoy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"F"	4	6	NA	NA
"oydar"	"oydar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"F"	5	5	NA	NA
"sh"	"sh"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"F"	6	4	NA	NA
"s"	"s"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"F"	7	3	NA	NA
"cfhoaiin"	"cfhoaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"F"	8	2	NA	NA
"shodary"	"shodary"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"F"	9	1	NA	NA
"*"	"³"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"N"	1	10	NA	NA
"odar"	"odar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"N"	2	9	NA	NA
"scy"	"sc'y"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"N"	3	8	NA	NA
"shol"	"shol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"N"	4	7	NA	NA
"cphoy"	"cphoy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"N"	5	6	NA	NA
"oydar"	"oydar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"N"	6	5	NA	NA
"sh"	"sh"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"N"	7	4	NA	NA
"s"	"s"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"N"	8	3	NA	NA
"cfhoaiin"	"cfhoaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"N"	9	2	NA	NA
"shodary"	"shodary"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"N"	10	1	NA	NA
"*"	"³"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"U"	1	10	NA	NA
"odar"	"odar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"U"	2	9	NA	NA
"scy"	"sc'y"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"U"	3	8	NA	NA
"shol"	"shol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"U"	4	7	NA	NA
"cphoy"	"cphoy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"U"	5	6	NA	NA
"oydar"	"oydar"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"U"	6	5	NA	NA
"sh"	"sh"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"U"	7	4	NA	NA
"s"	"s"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"U"	8	3	NA	NA
"cfhoaiin"	"cfhoaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"U"	9	2	NA	NA
"shodary"	"shodary"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"7"	"U"	10	1	NA	NA
"yshey"	"yshey"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"H"	1	9	12	13
"shody"	"shody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"H"	2	8	13	12
"okchoy"	"okchoy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"H"	3	7	14	11
"otchol"	"otchol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"H"	4	6	15	10
"chocthy"	"chocthy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"H"	5	5	16	9
"oschy"	"oschy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"H"	6	4	17	8
"dain"	"dain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"H"	7	3	18	7
"chor"	"chor"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"H"	8	2	19	6
"kos"	"kos"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"H"	9	1	20	5
"*shy"	"*shy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"C"	1	10	NA	NA
"chody"	"chody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"C"	2	9	NA	NA
"okchoy"	"okchoy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"C"	3	8	NA	NA
"otchol"	"otchol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"C"	4	7	NA	NA
"chocthy"	"chocthy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"C"	5	6	NA	NA
"os"	"os"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"C"	6	5	NA	NA
"chy"	"chy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"C"	7	4	NA	NA
"dain"	"dain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"C"	8	3	NA	NA
"shor"	"shor"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"C"	9	2	NA	NA
"kos"	"kos"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"C"	10	1	NA	NA
"yshey"	"yshey"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"F"	1	10	NA	NA
"shody"	"shody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"F"	2	9	NA	NA
"okcho"	"okcho"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"F"	3	8	NA	NA
"y"	"y"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"F"	4	7	NA	NA
"otchol"	"otchol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"F"	5	6	NA	NA
"chocthy"	"chocthy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"F"	6	5	NA	NA
"oschy"	"oschy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"F"	7	4	NA	NA
"dain"	"dain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"F"	8	3	NA	NA
"chor"	"chor"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"F"	9	2	NA	NA
"kos"	"kos"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"F"	10	1	NA	NA
"yshey"	"yshey"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"N"	1	10	NA	NA
"shody"	"shody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"N"	2	9	NA	NA
"okchoy"	"okchoy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"N"	3	8	NA	NA
"otchol"	"otchol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"N"	4	7	NA	NA
"chocthy"	"chocthy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"N"	5	6	NA	NA
"os"	"os"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"N"	6	5	NA	NA
"chy"	"chy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"N"	7	4	NA	NA
"dain"	"dain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"N"	8	3	NA	NA
"chor"	"chor"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"N"	9	2	NA	NA
"kos"	"kos"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"N"	10	1	NA	NA
"yshey"	"yshey"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"U"	1	9	NA	NA
"chody"	"chody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"U"	2	8	NA	NA
"okchoy"	"okchoy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"U"	3	7	NA	NA
"otchol"	"otchol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"U"	4	6	NA	NA
"chocthy"	"chocthy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"U"	5	5	NA	NA
"oschy"	"oschy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"U"	6	4	NA	NA
"dain"	"dain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"U"	7	3	NA	NA
"chor"	"chor"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"U"	8	2	NA	NA
"kos"	"kos"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"8"	"U"	9	1	NA	NA
"daiin"	"daiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"H"	1	4	21	4
"shos"	"shos"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"H"	2	3	22	3
"cfhol"	"cfhol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"H"	3	2	23	2
"shody"	"shody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"H"	4	1	24	1
"daiin"	"daiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"C"	1	4	NA	NA
"shos"	"shos"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"C"	2	3	NA	NA
"cfhol"	"cfhol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"C"	3	2	NA	NA
"shody"	"shody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"C"	4	1	NA	NA
"daiin"	"daiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"F"	1	4	NA	NA
"shor"	"shor"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"F"	2	3	NA	NA
"cfhol"	"cfhol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"F"	3	2	NA	NA
"shody"	"shody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"F"	4	1	NA	NA
"daiin"	"daiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"N"	1	4	NA	NA
"shos"	"shos"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"N"	2	3	NA	NA
"cfhol"	"cfhol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"N"	3	2	NA	NA
"shody"	"shody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"N"	4	1	NA	NA
"daiin"	"daiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"X"	1	4	NA	NA
"sh**"	"sh**"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"X"	2	3	NA	NA
"cfhol"	"cfhol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"X"	3	2	NA	NA
"shody"	"shody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"X"	4	1	NA	NA
"daiin"	"daiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"U"	1	4	NA	NA
"shos"	"shos"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"U"	2	3	NA	NA
"cfhol"	"cfhol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"U"	3	2	NA	NA
"shody"	"shody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P2"	"9"	"U"	4	1	NA	NA
"dain"	"dain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"H"	1	3	1	3
"os"	"os"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"H"	2	2	2	2
"teody"	"teody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"H"	3	1	3	1
"dain"	"dain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"C"	1	2	NA	NA
"*oteody"	"*oteody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"C"	2	1	NA	NA
"dain"	"dain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"F"	1	3	NA	NA
"*s"	"*s"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"F"	2	2	NA	NA
"teody"	"teody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"F"	3	1	NA	NA
"dain"	"dain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"N"	1	3	NA	NA
"os"	"os"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"N"	2	2	NA	NA
"teody"	"teody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"N"	3	1	NA	NA
"dain"	"dain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"X"	1	3	NA	NA
"s"	"s"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"X"	2	2	NA	NA
"teody"	"teody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"X"	3	1	NA	NA
"dain"	"dain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"U"	1	3	NA	NA
"*s"	"*s"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"U"	2	2	NA	NA
"teody"	"teody"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T2"	"10"	"U"	3	1	NA	NA
"*"	"²"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"H"	1	9	1	84
"ydain"	"ydain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"H"	2	8	2	83
"cphesaiin"	"cphesaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"H"	3	7	3	82
"ol"	"ol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"H"	4	6	4	81
"s"	"s"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"H"	5	5	5	80
"cphey"	"cphey"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"H"	6	4	6	79
"ytain"	"ytain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"H"	7	3	7	78
"shoshy"	"shoshy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"H"	8	2	8	77
"cphodales"	"cphodales"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"H"	9	1	9	76
"*"	"*"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"C"	1	10	NA	NA
"ydain"	"ydain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"C"	2	9	NA	NA
"cphesaiin"	"cphesaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"C"	3	8	NA	NA
"ol"	"ol"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"C"	4	7	NA	NA
"s"	"s"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"C"	5	6	NA	NA
"cphey"	"cphey"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"C"	6	5	NA	NA
"ytain"	"ytain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"C"	7	4	NA	NA
"shoshy"	"shoshy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"C"	8	3	NA	NA
"cphodal"	"cphodal"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"C"	9	2	NA	NA
"es"	"es"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"C"	10	1	NA	NA
"ydain"	"ydain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"F"	1	7	NA	NA
"cphesaiin"	"cphesaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"F"	2	6	NA	NA
"ols"	"ols"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"F"	3	5	NA	NA
"cphey"	"cphey"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"F"	4	4	NA	NA
"ytain"	"ytain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"F"	5	3	NA	NA
"shoshy"	"shoshy"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"F"	6	2	NA	NA
"cphodales"	"cphodales"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"F"	7	1	NA	NA
"*"	"²"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"N"	1	10	NA	NA
"ydain"	"ydain"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"N"	2	9	NA	NA
"cphesaiin"	"cphesaiin"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P3"	"11"	"N"	3	8	NA	NA
